/home2/du/temp/rocksdb/db_bench --db=/home2/du/mnt/db --num_levels=6 --bloom_locality=1 --bloom_bits=10 --memtablerep=skip_list --prefix_size=8 --key_size=8 --keys_per_prefix=0 --wal_dir=/home2/du/mnt/wal --threads=8 --value_size=1024 --benchmarks=trace_a,stats --num=8398 --compression_type=none --max_bytes_for_level_base=268435456 --open_files=100 --benchmark_write_rate_limit=40971520 --max_background_jobs=2 --YCSB_uniform_distribution=false --disable_wal=0 --histogram=true --max_write_buffer_number=2 --write_buffer_size=268435456 --inplace_update_support=false --allow_concurrent_memtable_write=true --statistics=true --stats_interval_seconds=10 --compaction_pri=1 --max_bytes_for_level_multiplier=8
Set seed to 1681712404808365 because --seed was 0
Initializing RocksDB Options from the specified file
Initializing RocksDB Options from command-line flags
Integrated BlobDB: blob cache disabled
Keys:       8 bytes each (+ 0 bytes user-defined timestamp)
Values:     1024 bytes each (512 bytes after compression)
Entries:    8398
Prefix:    8 bytes
Keys per prefix:    0
RawSize:    8.3 MB (estimated)
FileSize:   4.2 MB (estimated)
Write rate: 40971520 bytes/second
Read rate: 0 ops/second
Compression: NoCompression
Compression sampling rate: 0
Memtablerep: SkipListFactory
Perf Level: 1
------------------------------------------------
Reading trace
Finished reading trace only 8398437
DB path: [/home2/du/mnt/db]
[   3] [1000:1] interval 84014 done 84014 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 84014.000000 
[   2] [1000:1] interval 84124 done 84124 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 84124.000000 
[   5] [1000:1] interval 84132 done 84132 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 84132.000000 
[   0] [1000:1] interval 84092 done 84092 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 84092.000000 
[   6] [1000:1] interval 84167 done 84167 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 84167.000000 
[   1] [1000:1] interval 84184 done 84184 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 84184.000000 
[   7] [1000:1] interval 84423 done 84423 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 84423.000000 
[   4] [1000:1] interval 84392 done 84392 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 84392.000000 
[   4] [1000:3] interval 67258 done 151650 ops_done 84392 Timer 3 fill_done 0 warm_done 1 OPS : 50550.000000 
[   1] [1000:3] interval 67465 done 151649 ops_done 84184 Timer 3 fill_done 0 warm_done 1 OPS : 50549.667969 
[   5] [1000:3] interval 67527 done 151659 ops_done 84132 Timer 3 fill_done 0 warm_done 1 OPS : 50553.000000 
[   0] [1000:3] interval 67557 done 151649 ops_done 84092 Timer 3 fill_done 0 warm_done 1 OPS : 50549.667969 
[   3] [1000:3] interval 67635 done 151649 ops_done 84014 Timer 3 fill_done 0 warm_done 1 OPS : 50549.667969 
