/home2/du/temp/rocksdb/db_bench --db=/home2/du/mnt/db --num_levels=6 --bloom_locality=1 --bloom_bits=10 --memtablerep=skip_list --prefix_size=8 --key_size=8 --keys_per_prefix=0 --wal_dir=/home2/du/mnt/wal --threads=8 --value_size=1024 --benchmarks=trace_a,stats --num=8398 --compression_type=none --max_bytes_for_level_base=268435456 --open_files=100 --benchmark_write_rate_limit=40971520 --max_background_jobs=2 --YCSB_uniform_distribution=false --disable_wal=0 --histogram=true --max_write_buffer_number=2 --write_buffer_size=1073741824 --inplace_update_support=false --allow_concurrent_memtable_write=true --statistics=true --stats_interval_seconds=10 --compaction_pri=1 --max_bytes_for_level_multiplier=8
Set seed to 1681656095652307 because --seed was 0
Initializing RocksDB Options from the specified file
Initializing RocksDB Options from command-line flags
Integrated BlobDB: blob cache disabled
Keys:       8 bytes each (+ 0 bytes user-defined timestamp)
Values:     1024 bytes each (512 bytes after compression)
Entries:    8398
Prefix:    8 bytes
Keys per prefix:    0
RawSize:    8.3 MB (estimated)
FileSize:   4.2 MB (estimated)
Write rate: 40971520 bytes/second
Read rate: 0 ops/second
Compression: NoCompression
Compression sampling rate: 0
Memtablerep: SkipListFactory
Perf Level: 1
------------------------------------------------
Reading trace
Finished reading trace only 8398437
DB path: [/home2/du/mnt/db]
[   4] [1000:1] interval 89159 done 89159 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 89159.000000 
[   6] [1000:1] interval 89162 done 89162 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 89162.000000 
[   1] [1000:1] interval 89181 done 89181 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 89181.000000 
[   7] [1000:1] interval 89190 done 89190 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 89190.000000 
[   0] [1000:1] interval 89198 done 89198 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 89198.000000 
[   2] [1000:1] interval 89216 done 89216 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 89216.000000 
[   3] [1000:1] interval 89415 done 89415 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 89415.000000 
[   5] [1000:1] interval 89471 done 89471 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 89471.000000 
[   4] [1000:2] interval 87674 done 176833 ops_done 89159 Timer 2 fill_done 0 warm_done 1 OPS : 88416.500000 
[   6] [1000:2] interval 87675 done 176837 ops_done 89162 Timer 2 fill_done 0 warm_done 1 OPS : 88418.500000 
[   1] [1000:2] interval 87666 done 176847 ops_done 89181 Timer 2 fill_done 0 warm_done 1 OPS : 88423.500000 
[   7] [1000:2] interval 87658 done 176848 ops_done 89190 Timer 2 fill_done 0 warm_done 1 OPS : 88424.000000 
[   0] [1000:2] interval 87657 done 176855 ops_done 89198 Timer 2 fill_done 0 warm_done 1 OPS : 88427.500000 
