/home2/du/temp/rocksdb/db_bench --db=/home2/du/mnt/db --num_levels=6 --bloom_locality=1 --bloom_bits=10 --memtablerep=skip_list --prefix_size=8 --key_size=8 --keys_per_prefix=0 --wal_dir=/home2/du/mnt/wal --threads=8 --value_size=1024 --benchmarks=trace_a,stats --num=8398 --compression_type=none --max_bytes_for_level_base=268435456 --open_files=100 --benchmark_write_rate_limit=40971520 --max_background_jobs=2 --YCSB_uniform_distribution=false --disable_wal=0 --histogram=true --max_write_buffer_number=2 --write_buffer_size=4294967296 --inplace_update_support=false --allow_concurrent_memtable_write=true --statistics=true --stats_interval_seconds=10 --compaction_pri=1 --max_bytes_for_level_multiplier=8
Set seed to 1681656310595244 because --seed was 0
Initializing RocksDB Options from the specified file
Initializing RocksDB Options from command-line flags
Integrated BlobDB: blob cache disabled
Keys:       8 bytes each (+ 0 bytes user-defined timestamp)
Values:     1024 bytes each (512 bytes after compression)
Entries:    8398
Prefix:    8 bytes
Keys per prefix:    0
RawSize:    8.3 MB (estimated)
FileSize:   4.2 MB (estimated)
Write rate: 40971520 bytes/second
Read rate: 0 ops/second
Compression: NoCompression
Compression sampling rate: 0
Memtablerep: SkipListFactory
Perf Level: 1
------------------------------------------------
Reading trace
Finished reading trace only 8398437
DB path: [/home2/du/mnt/db]
[   1] [1000:1] interval 87456 done 87456 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 87456.000000 
[   7] [1000:1] interval 87462 done 87462 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 87462.000000 
[   6] [1000:1] interval 87474 done 87474 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 87474.000000 
[   5] [1000:1] interval 87475 done 87475 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 87475.000000 
[   0] [1000:1] interval 87487 done 87487 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 87487.000000 
[   2] [1000:1] interval 87490 done 87490 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 87490.000000 
[   4] [1000:1] interval 87496 done 87496 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 87496.000000 
[   3] [1000:1] interval 87496 done 87496 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 87496.000000 
[   1] [1000:2] interval 88629 done 176085 ops_done 87456 Timer 2 fill_done 0 warm_done 1 OPS : 88042.500000 
[   7] [1000:2] interval 88640 done 176102 ops_done 87462 Timer 2 fill_done 0 warm_done 1 OPS : 88051.000000 
[   6] [1000:2] interval 88630 done 176104 ops_done 87474 Timer 2 fill_done 0 warm_done 1 OPS : 88052.000000 
[   5] [1000:2] interval 88631 done 176106 ops_done 87475 Timer 2 fill_done 0 warm_done 1 OPS : 88053.000000 
[   0] [1000:2] interval 88623 done 176110 ops_done 87487 Timer 2 fill_done 0 warm_done 1 OPS : 88055.000000 
