/home2/du/temp/rocksdb/db_bench --db=/home2/du/mnt/db --num_levels=6 --bloom_locality=1 --bloom_bits=10 --memtablerep=skip_list --prefix_size=8 --key_size=8 --keys_per_prefix=0 --wal_dir=/home2/du/mnt/wal --threads=8 --value_size=1024 --benchmarks=trace_a,stats --num=8398 --compression_type=none --max_bytes_for_level_base=268435456 --open_files=100 --benchmark_write_rate_limit=40971520 --max_background_jobs=2 --YCSB_uniform_distribution=false --disable_wal=0 --histogram=true --max_write_buffer_number=2 --write_buffer_size=536870912 --inplace_update_support=false --allow_concurrent_memtable_write=true --statistics=true --stats_interval_seconds=10 --compaction_pri=1 --max_bytes_for_level_multiplier=8
Set seed to 1681712551800297 because --seed was 0
Initializing RocksDB Options from the specified file
Initializing RocksDB Options from command-line flags
Integrated BlobDB: blob cache disabled
Keys:       8 bytes each (+ 0 bytes user-defined timestamp)
Values:     1024 bytes each (512 bytes after compression)
Entries:    8398
Prefix:    8 bytes
Keys per prefix:    0
RawSize:    8.3 MB (estimated)
FileSize:   4.2 MB (estimated)
Write rate: 40971520 bytes/second
Read rate: 0 ops/second
Compression: NoCompression
Compression sampling rate: 0
Memtablerep: SkipListFactory
Perf Level: 1
------------------------------------------------
Reading trace
Finished reading trace only 8398437
DB path: [/home2/du/mnt/db]
[   4] [1000:1] interval 86669 done 86669 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 86669.000000 
[   2] [1000:1] interval 86852 done 86852 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 86852.000000 
[   1] [1000:1] interval 86861 done 86861 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 86861.000000 
[   3] [1000:1] interval 86867 done 86867 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 86867.000000 
[   0] [1000:1] interval 86880 done 86880 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 86880.000000 
[   7] [1000:1] interval 86957 done 86957 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 86957.000000 
[   6] [1000:1] interval 87131 done 87131 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 87131.000000 
[   5] [1000:1] interval 87134 done 87134 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 87134.000000 
[   4] [1000:2] interval 76517 done 163186 ops_done 86669 Timer 2 fill_done 0 warm_done 1 OPS : 81593.000000 
[   2] [1000:2] interval 76496 done 163348 ops_done 86852 Timer 2 fill_done 0 warm_done 1 OPS : 81674.000000 
[   1] [1000:2] interval 76496 done 163357 ops_done 86861 Timer 2 fill_done 0 warm_done 1 OPS : 81678.500000 
[   3] [1000:2] interval 76493 done 163360 ops_done 86867 Timer 2 fill_done 0 warm_done 1 OPS : 81680.000000 
[   0] [1000:2] interval 76481 done 163361 ops_done 86880 Timer 2 fill_done 0 warm_done 1 OPS : 81680.500000 
