/home2/du/temp/rocksdb/db_bench --db=/home2/du/mnt/db --num_levels=6 --bloom_locality=1 --bloom_bits=10 --memtablerep=skip_list --prefix_size=8 --key_size=8 --keys_per_prefix=0 --wal_dir=/home2/du/mnt/wal --threads=8 --value_size=1024 --benchmarks=trace_a,stats --num=8398 --compression_type=none --max_bytes_for_level_base=268435456 --open_files=100 --benchmark_write_rate_limit=40971520 --max_background_jobs=2 --YCSB_uniform_distribution=false --disable_wal=0 --histogram=true --max_write_buffer_number=2 --write_buffer_size=2147483648 --inplace_update_support=false --allow_concurrent_memtable_write=true --statistics=true --stats_interval_seconds=10 --compaction_pri=1 --max_bytes_for_level_multiplier=8
Set seed to 1681656191662591 because --seed was 0
Initializing RocksDB Options from the specified file
Initializing RocksDB Options from command-line flags
Integrated BlobDB: blob cache disabled
Keys:       8 bytes each (+ 0 bytes user-defined timestamp)
Values:     1024 bytes each (512 bytes after compression)
Entries:    8398
Prefix:    8 bytes
Keys per prefix:    0
RawSize:    8.3 MB (estimated)
FileSize:   4.2 MB (estimated)
Write rate: 40971520 bytes/second
Read rate: 0 ops/second
Compression: NoCompression
Compression sampling rate: 0
Memtablerep: SkipListFactory
Perf Level: 1
------------------------------------------------
Reading trace
Finished reading trace only 8398437
DB path: [/home2/du/mnt/db]
[   2] [1000:1] interval 89230 done 89230 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 89230.000000 
[   3] [1000:1] interval 89648 done 89648 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 89648.000000 
[   0] [1000:1] interval 89656 done 89656 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 89656.000000 
[   1] [1000:1] interval 89660 done 89660 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 89660.000000 
[   4] [1000:1] interval 89670 done 89670 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 89670.000000 
[   6] [1000:1] interval 89675 done 89675 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 89675.000000 
[   7] [1000:1] interval 89686 done 89686 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 89686.000000 
[   5] [1000:1] interval 89702 done 89702 ops_done 0 Timer 1 fill_done 0 warm_done 1 OPS : 89702.000000 
[   2] [1000:2] interval 88731 done 177961 ops_done 89230 Timer 2 fill_done 0 warm_done 1 OPS : 88980.500000 
[   3] [1000:2] interval 88725 done 178373 ops_done 89648 Timer 2 fill_done 0 warm_done 1 OPS : 89186.500000 
[   0] [1000:2] interval 88719 done 178375 ops_done 89656 Timer 2 fill_done 0 warm_done 1 OPS : 89187.500000 
[   1] [1000:2] interval 88717 done 178377 ops_done 89660 Timer 2 fill_done 0 warm_done 1 OPS : 89188.500000 
[   4] [1000:2] interval 88717 done 178387 ops_done 89670 Timer 2 fill_done 0 warm_done 1 OPS : 89193.500000 
